Gipps following-car model simulation 
Simulation Time : [Acceleration, Speed, Location, Headway]
V6: [0.006300,17.156200,-509.645400,69.887900] 
V7: [0.010400,17.132900,-509.645400,22.263700] 
V8: [0.011700,17.126700,-509.645400,20.591000] 
V9: [0.001400,14.162000,-509.645400,56.078000] 
Simulation Time: 32.670000 
V0: [0.004000,22.404600,-509.645400,0.000000] 
V1: [0.007800,20.536000,-509.645400,92.677500] 
V2: [0.002100,20.566500,-509.645400,17.857700] 
V3: [-0.203900,22.139600,-509.645400,41.046300] 
V4: [0.018000,22.105600,-509.645400,38.437100] 
V5: [0.336500,24.077000,-509.645400,81.079100] 
V6: [0.004900,17.159400,-509.645400,74.570700] 
V7: [0.008600,17.138600,-509.645400,22.280400] 
V8: [0.009700,17.133100,-509.645400,20.598400] 
V9: [0.001000,14.162700,-509.645400,58.060300] 
Simulation Time: 33.330000 
V0: [0.003400,22.406800,-509.645400,0.000000] 
V1: [0.006600,20.540400,-509.645400,93.923900] 
V2: [0.001500,20.567500,-509.645400,17.841200] 
V3: [-0.188900,22.013700,-509.645400,40.040400] 
V4: [0.015100,22.115600,-509.645400,38.333600] 
V5: [0.315200,24.287100,-509.645400,79.704400] 
V6: [0.003800,17.162000,-509.645400,79.387200] 
V7: [0.007200,17.143400,-509.645400,22.295000] 
V8: [0.008100,17.138600,-509.645400,20.604700] 
V9: [0.000800,14.163200,-509.645400,60.045600] 
Simulation Time: 34.000000 
V0: [0.002800,22.408700,-509.645400,0.000000] 
V1: [0.005600,20.544100,-509.645400,95.168700] 
V2: [0.001100,20.568200,-509.645400,17.826400] 
V3: [-0.174800,21.897100,-509.645400,39.115800] 
V4: [0.012700,22.124100,-509.645400,38.149200] 
V5: [0.295100,24.483900,-509.645400,78.199100] 
V6: [0.003000,17.164000,-509.645400,84.256900] 
V7: [0.006000,17.147400,-509.645400,22.307900] 
V8: [0.006800,17.143100,-509.645400,20.610200] 
V9: [0.000600,14.163600,-509.645400,62.033300] 
Simulation Time: 34.670000 
V0: [0.002400,22.410300,-509.645400,0.000000] 
V1: [0.004800,20.547300,-509.645400,96.412100] 
V2: [0.000700,20.568700,-509.645400,17.813300] 
V3: [-0.161700,21.789300,-509.645400,38.266100] 
V4: [0.010700,22.131200,-509.645400,37.890500] 
V5: [-0.049600,24.450900,-509.645400,76.643700] 
V6: [0.002300,17.165500,-509.645400,89.069600] 
V7: [0.005000,17.150700,-509.645400,22.319300] 
V8: [0.005800,17.147000,-509.645400,20.614900] 
V9: [0.000400,14.163900,-509.645400,64.023200] 
Simulation Time: 35.330000 
V0: [0.002000,22.411600,-509.645400,0.000000] 
V1: [0.004000,20.550000,-509.645400,97.654500] 
V2: [0.000400,20.568900,-509.645400,17.801500] 
V3: [-0.149300,21.689800,-509.645400,37.485800] 
V4: [0.009000,22.137200,-509.645400,37.563600] 
V5: [-0.200900,24.316900,-509.645400,75.147600] 
V6: [0.001800,17.166700,-509.645400,93.794600] 
V7: [0.004200,17.153500,-509.645400,22.329300] 
V8: [0.004900,17.150200,-509.645400,20.619000] 
V9: [0.000300,14.164100,-509.645400,66.014900] 
Simulation Time: 36.000000 
V0: [0.001600,22.412700,-509.645400,0.000000] 
V1: [0.003400,20.552300,-509.645400,98.895800] 
V2: [0.000200,20.569100,-509.645400,17.791000] 
V3: [-0.137800,21.597900,-509.645400,36.769300] 
V4: [0.007500,22.142200,-509.645400,37.174100] 
V5: [-0.190300,24.190000,-509.645400,73.741400] 
V6: [0.001400,17.167600,-509.645400,98.436400] 
V7: [0.003600,17.155900,-509.645400,22.338200] 
V8: [0.004100,17.153000,-509.645400,20.622500] 
V9: [0.000300,14.164300,-509.645400,68.008200] 
Simulation Time: 36.670000 
V0: [0.001400,22.413600,-509.645400,0.000000] 
V1: [0.002900,20.554200,-509.645400,100.136300] 
V2: [0.000000,20.569100,-509.645400,17.781600] 
V3: [-0.127100,21.513100,-509.645400,36.111700] 
V4: [0.006300,22.146400,-509.645400,36.727200] 
V5: [-0.180200,24.069900,-509.645400,72.420300] 
V6: [0.001100,17.168400,-509.645400,102.999800] 
V7: [0.003000,17.157900,-509.645400,22.346000] 
V8: [0.003500,17.155300,-509.645400,20.625600] 
V9: [0.000200,14.164400,-509.645400,70.002800] 
Simulation Time: 37.330000 
V0: [0.001100,22.414400,-509.645400,0.000000] 
V1: [0.002500,20.555800,-509.645400,101.376100] 
V2: [-0.000100,20.569000,-509.645400,17.773200] 
V3: [-0.117200,21.435000,-509.645400,35.508300] 
V4: [0.005300,22.150000,-509.645400,36.227800] 
V5: [-0.170500,23.956300,-509.645400,71.179200] 
V6: [0.000900,17.168900,-509.645400,107.489100] 
V7: [0.002600,17.159600,-509.645400,22.353000] 
V8: [0.003000,17.157300,-509.645400,20.628200] 
V9: [0.000100,14.164500,-509.645400,71.998700] 
Simulation Time: 38.000000 
V0: [0.001000,22.415000,-509.645400,0.000000] 
V1: [0.002100,20.557200,-509.645400,102.615200] 
V2: [-0.000200,20.568900,-509.645400,17.765800] 
V3: [-0.107900,21.363100,-509.645400,34.954800] 
V4: [0.004500,22.153000,-509.645400,35.680100] 
V5: [-0.161100,23.848800,-509.645400,70.013600] 
V6: [0.000700,17.169400,-509.645400,111.908400] 
V7: [0.002200,17.161100,-509.645400,22.359100] 
V8: [0.002600,17.159100,-509.645400,20.630600] 
V9: [0.000100,14.164600,-509.645400,73.995500] 
Simulation Time: 38.670000 
V0: [0.000800,22.415500,-509.645400,0.000000] 
V1: [0.001800,20.558400,-509.645400,103.853800] 
V2: [-0.000200,20.568700,-509.645400,17.759200] 
V3: [-0.099300,21.296800,-509.645400,34.447300] 
V4: [0.003800,22.155500,-509.645400,35.088200] 
V5: [-0.152200,23.747400,-509.645400,68.919200] 
V6: [0.000500,17.169700,-509.645400,116.261700] 
V7: [0.001900,17.162300,-509.645400,22.364500] 
V8: [0.002200,17.160600,-509.645400,20.632600] 
V9: [0.000100,14.164700,-509.645400,75.993200] 
Simulation Time: 39.330000 
V0: [0.000700,22.416000,-509.645400,0.000000] 
V1: [0.001500,20.559400,-509.645400,105.092000] 
V2: [-0.000300,20.568600,-509.645400,17.753300] 
V3: [-0.091400,21.235900,-509.645400,33.982000] 
V4: [0.003200,22.157600,-509.645400,34.455800] 
V5: [-0.143700,23.651600,-509.645400,67.891900] 
V6: [0.000400,17.170000,-509.645400,120.552700] 
V7: [0.001600,17.163400,-509.645400,22.369400] 
V8: [0.001900,17.161800,-509.645400,20.634400] 
V9: [0.000100,14.164700,-509.645400,77.991700] 
Simulation Time: 40.000000 
V0: [0.000600,22.416400,-509.645400,0.000000] 
V1: [0.001300,20.560300,-509.645400,106.329800] 
V2: [-0.000300,20.568300,-509.645400,17.748100] 
V3: [-0.084000,21.179900,-509.645400,33.555500] 
V4: [0.002700,22.159300,-509.645400,33.786300] 
V5: [-0.135600,23.561200,-509.645400,66.927700] 
V6: [0.000300,17.170200,-509.645400,124.785000] 
V7: [0.001400,17.164300,-509.645400,22.373600] 
V8: [0.001700,17.163000,-509.645400,20.635900] 
V9: [0.000000,14.164700,-509.645400,79.990800] 
Simulation Time: 40.670000 
V0: [0.000500,22.416700,-509.645400,0.000000] 
V1: [0.001100,20.561000,-509.645400,107.567200] 
V2: [-0.000300,20.568100,-509.645400,17.743500] 
V3: [-0.077200,21.128400,-509.645400,33.164700] 
V4: [0.002200,22.160800,-509.645400,33.082700] 
V5: [-0.127900,23.475900,-509.645400,66.023000] 
V6: [0.000200,17.170400,-509.645400,128.962000] 
V7: [0.001200,17.165100,-509.645400,22.377400] 
V8: [0.001500,17.163900,-509.645400,20.637300] 
V9: [0.000000,14.164800,-509.645400,81.990600] 
Simulation Time: 41.330000 
V0: [0.000400,22.416900,-509.645400,0.000000] 
V1: [0.000900,20.561600,-509.645400,108.804400] 
V2: [-0.000300,20.567900,-509.645400,17.739400] 
V3: [-0.070900,21.081200,-509.645400,32.806700] 
V4: [0.001900,22.162100,-509.645400,32.348100] 
V5: [-0.120500,23.395600,-509.645400,65.174200] 
V6: [0.000200,17.170500,-509.645400,133.086900] 
V7: [0.001100,17.165800,-509.645400,22.380800] 
V8: [0.001300,17.164800,-509.645400,20.638500] 
V9: [0.000000,14.164800,-509.645400,83.990800] 
Simulation Time: 42.000000 
V0: [0.000300,22.417200,-509.645400,0.000000] 
V1: [0.000800,20.562100,-509.645400,110.041300] 
V2: [-0.000300,20.567700,-509.645400,17.735800] 
V3: [-0.065100,21.037800,-509.645400,32.478800] 
V4: [0.001600,22.163100,-509.645400,31.584900] 
V5: [-0.113500,23.319900,-509.645400,64.378100] 
V6: [0.000100,17.170600,-509.645400,137.162700] 
V7: [0.000900,17.166500,-509.645400,22.383800] 
V8: [0.001100,17.165500,-509.645400,20.639500] 
V9: [0.000000,14.164800,-509.645400,85.991500] 
Simulation Time: 42.670000 
V0: [0.000300,22.417300,-509.645400,0.000000] 
V1: [0.000700,20.562600,-509.645400,111.278000] 
V2: [-0.000300,20.567500,-509.645400,17.732600] 
V3: [-0.059800,20.997900,-509.645400,32.178500] 
V4: [0.001300,22.164000,-509.645400,30.795600] 
V5: [-0.106900,23.248700,-509.645400,63.631500] 
V6: [0.000100,17.170700,-509.645400,141.192400] 
V7: [0.000800,17.167000,-509.645400,22.386400] 
V8: [0.001000,17.166200,-509.645400,20.640500] 
V9: [0.000000,14.164800,-509.645400,87.992600] 
Simulation Time: 43.330000 
V0: [0.000200,22.417500,-509.645400,0.000000] 
V1: [0.000600,20.562900,-509.645400,112.514600] 
V2: [-0.000300,20.567300,-509.645400,17.729700] 
V3: [-0.054800,20.961400,-509.645400,31.903500] 
V4: [0.001100,22.164800,-509.645400,29.982400] 
V5: [-0.100600,23.181600,-509.645400,62.931500] 
V6: [0.000100,17.170700,-509.645400,145.178600] 
V7: [0.000700,17.167500,-509.645400,22.388800] 
V8: [0.000800,17.166700,-509.645400,20.641300] 
V9: [0.000000,14.164800,-509.645400,89.994100] 
Simulation Time: 44.000000 
V0: [0.000200,22.417600,-509.645400,0.000000] 
V1: [0.000500,20.563300,-509.645400,113.751000] 
V2: [-0.000300,20.567100,-509.645400,17.727200] 
V3: [-0.050300,20.927800,-509.645400,31.651800] 
V4: [0.000900,22.165400,-509.645400,29.147400] 
V5: [-0.094600,23.118500,-509.645400,62.275200] 
V6: [0.000100,17.170800,-509.645400,149.124100] 
V7: [0.000600,17.167900,-509.645400,22.390900] 
V8: [0.000700,17.167200,-509.645400,20.642000] 
V9: [0.000000,14.164800,-509.645400,91.995800] 
Simulation Time: 44.670000 
V0: [0.000200,22.417700,-509.645400,0.000000] 
V1: [0.000400,20.563500,-509.645400,114.987200] 
V2: [-0.000300,20.566900,-509.645400,17.725000] 
V3: [-0.046100,20.897100,-509.645400,31.421300] 
V4: [0.000800,22.165900,-509.645400,28.292300] 
V5: [-0.089000,23.059200,-509.645400,61.660000] 
V6: [0.000100,17.170800,-509.645400,153.031100] 
V7: [0.000500,17.168200,-509.645400,22.392700] 
V8: [0.000700,17.167600,-509.645400,20.642600] 
V9: [0.000000,14.164800,-509.645400,93.997900] 
Simulation Time: 45.330000 
V0: [0.000100,22.417800,-509.645400,0.000000] 
V1: [0.000300,20.563800,-509.645400,116.223400] 
V2: [-0.000300,20.566700,-509.645400,17.723000] 
V3: [-0.042300,20.868900,-509.645400,31.210400] 
V4: [0.000700,22.166300,-509.645400,27.418900] 
V5: [-0.083600,23.003400,-509.645400,61.083500] 
V6: [0.000000,17.170800,-509.645400,156.902000] 
V7: [0.000500,17.168500,-509.645400,22.394400] 
V8: [0.000600,17.168000,-509.645400,20.643200] 
V9: [0.000000,14.164800,-509.645400,96.000100] 
Simulation Time: 46.000000 
V0: [0.000100,22.417900,-509.645400,0.000000] 
V1: [0.000300,20.563900,-509.645400,117.459400] 
V2: [-0.000200,20.566600,-509.645400,17.721300] 
V3: [-0.038700,20.843100,-509.645400,31.017300] 
V4: [0.000600,22.166700,-509.645400,26.528700] 
V5: [-0.078600,22.951000,-509.645400,60.489700] 
V6: [0.000000,17.170900,-509.645400,160.700000] 
V7: [0.000400,17.168800,-509.645400,22.395800] 
V8: [0.000500,17.168400,-509.645400,20.643700] 
V9: [0.000000,14.164800,-509.645400,98.002600] 
Simulation Time: 46.670000 
V0: [0.000100,22.418000,-509.645400,0.000000] 
V1: [0.000200,20.564100,-509.645400,118.695400] 
V2: [-0.000200,20.566400,-509.645400,17.719800] 
V3: [-0.035500,20.819500,-509.645400,30.840700] 
V4: [-0.240500,22.006400,-509.645400,25.676800] 
V5: [-0.249800,22.784500,-509.645400,59.863100] 
V6: [0.000000,17.170900,-509.645400,164.387800] 
V7: [0.000400,17.169100,-509.645400,22.397100] 
V8: [0.000400,17.168700,-509.645400,20.644100] 
V9: [0.000000,14.164800,-509.645400,100.005200] 
Simulation Time: 47.330000 
V0: [0.000100,22.418000,-509.645400,0.000000] 
V1: [0.000200,20.564200,-509.645400,119.931300] 
V2: [-0.000200,20.566300,-509.645400,17.718400] 
V3: [-0.032500,20.797800,-509.645400,30.679100] 
V4: [-0.235300,21.849500,-509.645400,24.916800] 
V5: [-0.245900,22.620600,-509.645400,59.247700] 
V6: [0.000000,17.170900,-509.645400,167.970300] 
V7: [0.000300,17.169300,-509.645400,22.398300] 
V8: [0.000400,17.168900,-509.645400,20.644500] 
V9: [0.000000,14.164800,-509.645400,102.008000] 
Simulation Time: 48.000000 
V0: [0.000100,22.418100,-509.645400,0.000000] 
V1: [0.000200,20.564400,-509.645400,121.167100] 
V2: [-0.000200,20.566100,-509.645400,17.717200] 
V3: [-0.029800,20.778000,-509.645400,30.531200] 
V4: [-0.210700,21.709100,-509.645400,24.243100] 
V5: [-0.227800,22.468700,-509.645400,58.648700] 
V6: [0.000000,17.170900,-509.645400,171.455200] 
V7: [0.000300,17.169500,-509.645400,22.399300] 
V8: [0.000300,17.169200,-509.645400,20.644800] 
V9: [0.000000,14.164800,-509.645400,104.011000] 
Simulation Time: 48.670000 
V0: [0.000100,22.418100,-509.645400,0.000000] 
V1: [0.000200,20.564500,-509.645400,122.402900] 
V2: [-0.000200,20.566000,-509.645400,17.716200] 
V3: [-0.027200,20.759800,-509.645400,30.395900] 
V4: [-0.188500,21.583400,-509.645400,23.646700] 
V5: [-0.211000,22.328100,-509.645400,58.068000] 
V6: [0.000000,17.170900,-509.645400,174.849900] 
V7: [0.000300,17.169600,-509.645400,22.400200] 
V8: [0.000300,17.169400,-509.645400,20.645100] 
V9: [0.000000,14.164800,-509.645400,106.014100] 
Simulation Time: 49.330000 
V0: [0.000000,22.418100,-509.645400,0.000000] 
V1: [0.000100,20.564600,-509.645400,123.638700] 
V2: [-0.000200,20.565900,-509.645400,17.715200] 
V3: [-0.024900,20.743200,-509.645400,30.272200] 
V4: [-0.168400,21.471100,-509.645400,23.118900] 
V5: [-0.195300,22.197800,-509.645400,57.506700] 
V6: [0.000000,17.170900,-509.645400,178.161000] 
V7: [0.000200,17.169800,-509.645400,22.401000] 
V8: [0.000300,17.169500,-509.645400,20.645400] 
V9: [0.000000,14.164800,-509.645400,108.017300] 
Simulation Time: 50.000000 
V0: [0.000000,22.418100,-509.645400,0.000000] 
V1: [0.000100,20.564600,-509.645400,124.874400] 
V2: [-0.000100,20.565800,-509.645400,17.714400] 
V3: [-0.022800,20.728000,-509.645400,30.159000] 
V4: [-0.150300,21.370900,-509.645400,22.652200] 
V5: [-0.180800,22.077300,-509.645400,56.965800] 
V6: [0.000000,17.170900,-509.645400,181.394800] 
V7: [0.000200,17.169900,-509.645400,22.401800] 
V8: [0.000200,17.169700,-509.645400,20.645600] 
V9: [0.000000,14.164800,-509.645400,110.020600] 
Simulation Time: 50.670000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000100,20.564700,-509.645400,126.110100] 
V2: [-0.000100,20.565700,-509.645400,17.713700] 
V3: [-0.020900,20.714000,-509.645400,30.055500] 
V4: [-0.134000,21.281500,-509.645400,22.239800] 
V5: [-0.167300,21.965700,-509.645400,56.445900] 
V6: [0.000000,17.170900,-509.645400,184.556900] 
V7: [0.000200,17.170000,-509.645400,22.402400] 
V8: [0.000200,17.169800,-509.645400,20.645800] 
V9: [0.000000,14.164800,-509.645400,112.023900] 
Simulation Time: 51.330000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000100,20.564700,-509.645400,127.345700] 
V2: [-0.000100,20.565700,-509.645400,17.713100] 
V3: [-0.019100,20.701300,-509.645400,29.960800] 
V4: [-0.119400,21.201900,-509.645400,21.875600] 
V5: [-0.154900,21.862500,-509.645400,55.947500] 
V6: [0.000000,17.170900,-509.645400,187.652800] 
V7: [0.000200,17.170100,-509.645400,22.403000] 
V8: [0.000200,17.170000,-509.645400,20.646000] 
V9: [0.000000,14.164800,-509.645400,114.027400] 
Simulation Time: 52.000000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000100,20.564800,-509.645400,128.581300] 
V2: [-0.000100,20.565600,-509.645400,17.712500] 
V3: [-0.017500,20.689600,-509.645400,29.874200] 
V4: [-0.106400,21.131000,-509.645400,21.554200] 
V5: [-0.143300,21.766900,-509.645400,55.470600] 
V6: [0.000000,17.170900,-509.645400,190.687300] 
V7: [0.000100,17.170200,-509.645400,22.403500] 
V8: [0.000200,17.170100,-509.645400,20.646100] 
V9: [0.000000,14.164800,-509.645400,116.030900] 
Simulation Time: 52.670000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000100,20.564800,-509.645400,129.817000] 
V2: [-0.000100,20.565500,-509.645400,17.712000] 
V3: [-0.016000,20.678900,-509.645400,29.795000] 
V4: [-0.094600,21.067900,-509.645400,21.270600] 
V5: [-0.132600,21.678500,-509.645400,55.015400] 
V6: [0.000000,17.170900,-509.645400,193.665100] 
V7: [0.000100,17.170300,-509.645400,22.403900] 
V8: [0.000100,17.170200,-509.645400,20.646300] 
V9: [0.000000,14.164800,-509.645400,118.034500] 
Simulation Time: 53.330000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000000,20.564900,-509.645400,131.052600] 
V2: [-0.000100,20.565500,-509.645400,17.711600] 
V3: [-0.014600,20.669200,-509.645400,29.722600] 
V4: [-0.084200,21.011800,-509.645400,21.020500] 
V5: [-0.122700,21.596700,-509.645400,54.581500] 
V6: [0.000000,17.170900,-509.645400,196.590400] 
V7: [0.000100,17.170400,-509.645400,22.404300] 
V8: [0.000100,17.170300,-509.645400,20.646400] 
V9: [0.000000,14.164800,-509.645400,120.038200] 
Simulation Time: 54.000000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000000,20.564900,-509.645400,132.288100] 
V2: [-0.000100,20.565400,-509.645400,17.711200] 
V3: [-0.013400,20.660300,-509.645400,29.656400] 
V4: [-0.074800,20.961900,-509.645400,20.800100] 
V5: [-0.113500,21.521000,-509.645400,54.168700] 
V6: [0.000000,17.170900,-509.645400,199.467100] 
V7: [0.000100,17.170400,-509.645400,22.404700] 
V8: [0.000100,17.170300,-509.645400,20.646500] 
V9: [0.000000,14.164800,-509.645400,122.041900] 
Simulation Time: 54.670000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000000,20.564900,-509.645400,133.523700] 
V2: [-0.000100,20.565400,-509.645400,17.710900] 
V3: [-0.012200,20.652100,-509.645400,29.595900] 
V4: [-0.066500,20.917600,-509.645400,20.605800] 
V5: [-0.105100,21.451000,-509.645400,53.776600] 
V6: [0.000000,17.170900,-509.645400,202.298900] 
V7: [0.000100,17.170500,-509.645400,22.405000] 
V8: [0.000100,17.170400,-509.645400,20.646600] 
V9: [0.000000,14.164800,-509.645400,124.045600] 
Simulation Time: 55.330000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000000,20.564900,-509.645400,134.759300] 
V2: [-0.000100,20.565300,-509.645400,17.710600] 
V3: [-0.011200,20.644600,-509.645400,29.540500] 
V4: [-0.059100,20.878200,-509.645400,20.434700] 
V5: [-0.097200,21.386200,-509.645400,53.404700] 
V6: [0.000000,17.170900,-509.645400,205.089100] 
V7: [0.000100,17.170500,-509.645400,22.405300] 
V8: [0.000100,17.170500,-509.645400,20.646700] 
V9: [0.000000,14.164800,-509.645400,126.049400] 
Simulation Time: 56.000000 
V0: [0.000000,22.418200,-509.645400,0.000000] 
V1: [0.000000,20.564900,-509.645400,135.994800] 
V2: [-0.000100,20.565300,-509.645400,17.710300] 
V3: [-0.010200,20.637800,-509.645400,29.489900] 
V4: [-0.052500,20.843200,-509.645400,20.284000] 
V5: [-0.090000,21.326200,-509.645400,53.052300] 
V6: [0.000000,17.170900,-509.645400,207.840700] 
V7: [0.000100,17.170600,-509.645400,22.405500] 
V8: [0.000100,17.170500,-509.645400,20.646800] 
V9: [0.000000,14.164800,-509.645400,128.053200] 
Simulation Time: 56.670000 
V0: [0.000000,22.418300,-509.645400,0.000000] 
V1: [0.000000,20.565000,-509.645400,137.230300] 
V2: [-0.000000,20.565300,-509.645400,17.710100] 
V3: [-0.009400,20.631500,-509.645400,29.443700] 
V4: [-0.046600,20.812100,-509.645400,20.151400] 
V5: [-0.083300,21.270700,-509.645400,52.718900] 
V6: [0.000000,17.170900,-509.645400,210.556700] 
V7: [0.000100,17.170600,-509.645400,22.405800] 
V8: [0.000100,17.170600,-509.645400,20.646900] 
V9: [0.000000,14.164800,-509.645400,130.057000] 
Simulation Time: 57.330000 
V0: [0.000000,22.418300,-509.645400,0.000000] 
V1: [0.000000,20.565000,-509.645400,138.465900] 
V2: [-0.000000,20.565300,-509.645400,17.709900] 
V3: [-0.008600,20.625800,-509.645400,29.401400] 
V4: [-0.041400,20.784500,-509.645400,20.034700] 
V5: [-0.077100,21.219300,-509.645400,52.403800] 
V6: [0.000000,17.170900,-509.645400,213.239800] 
V7: [0.000100,17.170700,-509.645400,22.406000] 
V8: [0.000100,17.170600,-509.645400,20.646900] 
V9: [0.000000,14.164800,-509.645400,132.060900] 
Simulation Time: 58.000000 
V0: [0.000000,22.418300,-509.645400,0.000000] 
V1: [0.000000,20.565000,-509.645400,139.701400] 
V2: [-0.000000,20.565200,-509.645400,17.709700] 
V3: [-0.007800,20.620600,-509.645400,29.362700] 
V4: [-0.036700,20.760000,-509.645400,19.932000] 
V5: [-0.071400,21.171700,-509.645400,52.106300] 
V6: [0.000000,17.170900,-509.645400,215.892200] 
V7: [0.000000,17.170700,-509.645400,22.406100] 
V8: [0.000100,17.170600,-509.645400,20.647000] 
V9: [0.000000,14.164800,-509.645400,134.064800] 
Simulation Time: 58.670000 
V0: [0.000000,22.418300,-509.645400,0.000000] 
V1: [0.000000,20.565000,-509.645400,140.936900] 
V2: [-0.000000,20.565200,-509.645400,17.709600] 
V3: [-0.007200,20.615800,-509.645400,29.327300] 
V4: [-0.032600,20.738300,-509.645400,19.841600] 
V5: [-0.066100,21.127600,-509.645400,51.825600] 
V6: [0.000000,17.170900,-509.645400,218.516400] 
V7: [0.000000,17.170700,-509.645400,22.406300] 
V8: [0.000000,17.170700,-509.645400,20.647000] 
V9: [0.000000,14.164800,-509.645400,136.068700] 
Simulation Time: 59.330000 
V0: [0.000000,22.418300,-509.645400,0.000000] 
V1: [0.000000,20.565000,-509.645400,142.172500] 
V2: [-0.000000,20.565200,-509.645400,17.709400] 
V3: [-0.006500,20.611500,-509.645400,29.295000] 
V4: [-0.028900,20.719000,-509.645400,19.762200] 
V5: [-0.061200,21.086800,-509.645400,51.561100] 
V6: [0.000000,17.170900,-509.645400,221.114400] 
V7: [0.000000,17.170700,-509.645400,22.406400] 
V8: [0.000000,17.170700,-509.645400,20.647100] 
V9: [0.000000,14.164800,-509.645400,138.072600] 
